"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Nyeri","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13.2727272","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyeri","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","17.504","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.19512195","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Samburu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.4193548","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.3488937","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13.8734963","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.3481256","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.71145251","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Siaya","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.3629032","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","17.9782590","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","22.8947368","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","23.2263157","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Taita Taveta","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","22.3351351","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","0.84010869","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","18.7244391","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tana River","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","20","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.5576208","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.99666666","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.57075630","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.28598130","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Tharaka-Nithi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.432","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","14.7824074","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.9600798","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.6291666","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13.0132743","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Trans-Nzoia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.0594713","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Turkana","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","14.8925831","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.5673076","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.0600858","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.8","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.75","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Uasin Gishu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.3488372","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.53164557","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.53164557","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Vihiga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.653125","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.1973684","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.3333333","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.33333333","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"West Pokot","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.7090909","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.86666666","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.26825127","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.77631578","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Makueni","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.90686274","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
